Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13223,13223,"Paulding County, Georgia",25655,814
0500000US13225,13225,"Peach County, Georgia",20746,994
0500000US13227,13227,"Pickens County, Georgia",28637,2177
0500000US13229,13229,"Pierce County, Georgia",23470,3217
0500000US13231,13231,"Pike County, Georgia",23783,1717
0500000US13233,13233,"Polk County, Georgia",21582,2124
0500000US13235,13235,"Pulaski County, Georgia",17587,2100
0500000US13237,13237,"Putnam County, Georgia",25164,1775
0500000US13239,13239,"Quitman County, Georgia",18499,2697
0500000US13241,13241,"Rabun County, Georgia",24374,2128
0500000US13243,13243,"Randolph County, Georgia",26198,13239
0500000US13245,13245,"Richmond County, Georgia",20956,585
0500000US13247,13247,"Rockdale County, Georgia",23003,614
0500000US13249,13249,"Schley County, Georgia",21202,2287
0500000US13251,13251,"Screven County, Georgia",19801,1493
0500000US13253,13253,"Seminole County, Georgia",21484,3220
0500000US13255,13255,"Spalding County, Georgia",19899,807
0500000US13257,13257,"Stephens County, Georgia",20125,1504
0500000US13259,13259,"Stewart County, Georgia",13883,1142
0500000US13261,13261,"Sumter County, Georgia",18487,1074
0500000US13263,13263,"Talbot County, Georgia",20366,1911
0500000US13265,13265,"Taliaferro County, Georgia",15469,1493
0500000US13267,13267,"Tattnall County, Georgia",15632,1108
0500000US13269,13269,"Taylor County, Georgia",17321,1546
0500000US13271,13271,"Telfair County, Georgia",12440,852
0500000US13273,13273,"Terrell County, Georgia",17246,1374
0500000US13275,13275,"Thomas County, Georgia",22178,1466
0500000US13277,13277,"Tift County, Georgia",20642,1242
0500000US13279,13279,"Toombs County, Georgia",20309,1879
0500000US13281,13281,"Towns County, Georgia",21671,1657
0500000US13283,13283,"Treutlen County, Georgia",21307,3167
0500000US13285,13285,"Troup County, Georgia",21942,825
0500000US13287,13287,"Turner County, Georgia",17149,1535
0500000US13289,13289,"Twiggs County, Georgia",18255,1946
0500000US13291,13291,"Union County, Georgia",23603,1386
0500000US13293,13293,"Upson County, Georgia",19511,1574
0500000US13295,13295,"Walker County, Georgia",21588,821
0500000US13297,13297,"Walton County, Georgia",24141,735
0500000US13299,13299,"Ware County, Georgia",18396,1178
0500000US13301,13301,"Warren County, Georgia",18381,1316
0500000US13303,13303,"Washington County, Georgia",18662,1120
0500000US13305,13305,"Wayne County, Georgia",18663,926
0500000US13307,13307,"Webster County, Georgia",20834,2456
0500000US13309,13309,"Wheeler County, Georgia",9688,1190
0500000US13311,13311,"White County, Georgia",22055,1542
0500000US13313,13313,"Whitfield County, Georgia",21158,992
0500000US13315,13315,"Wilcox County, Georgia",14536,952
0500000US13317,13317,"Wilkes County, Georgia",19129,1115
0500000US13319,13319,"Wilkinson County, Georgia",19173,1115
0500000US13321,13321,"Worth County, Georgia",20068,1204
0500000US15001,15001,"Hawaii County, Hawaii",25827,723
0500000US15003,15003,"Honolulu County, Hawaii",32194,278
0500000US15005,15005,"Kalawao County, Hawaii",45812,7417
0500000US15007,15007,"Kauai County, Hawaii",28791,1018
0500000US15009,15009,"Maui County, Hawaii",30599,709
0500000US16001,16001,"Ada County, Idaho",30086,640
0500000US16003,16003,"Adams County, Idaho",22741,1734
0500000US16005,16005,"Bannock County, Idaho",22885,962
0500000US16007,16007,"Bear Lake County, Idaho",22985,2194
0500000US16009,16009,"Benewah County, Idaho",22055,1646
0500000US16011,16011,"Bingham County, Idaho",20199,692
0500000US16013,16013,"Blaine County, Idaho",34330,2418
0500000US16015,16015,"Boise County, Idaho",28273,2566
0500000US16017,16017,"Bonner County, Idaho",24507,1504
0500000US16019,16019,"Bonneville County, Idaho",24889,914
0500000US16021,16021,"Boundary County, Idaho",22822,2891
0500000US16023,16023,"Butte County, Idaho",25209,3315
0500000US16025,16025,"Camas County, Idaho",26544,6921
0500000US16027,16027,"Canyon County, Idaho",18639,351
0500000US16029,16029,"Caribou County, Idaho",25146,1476
0500000US16031,16031,"Cassia County, Idaho",18785,732
0500000US16033,16033,"Clark County, Idaho",14622,2611
0500000US16035,16035,"Clearwater County, Idaho",21316,1530
0500000US16037,16037,"Custer County, Idaho",23624,2628
0500000US16039,16039,"Elmore County, Idaho",22045,1318
0500000US16041,16041,"Franklin County, Idaho",19985,1227
0500000US16043,16043,"Fremont County, Idaho",21196,1616
0500000US16045,16045,"Gem County, Idaho",18745,1153
0500000US16047,16047,"Gooding County, Idaho",20418,1488
0500000US16049,16049,"Idaho County, Idaho",19524,819
0500000US16051,16051,"Jefferson County, Idaho",20750,987
0500000US16053,16053,"Jerome County, Idaho",18214,962
0500000US16055,16055,"Kootenai County, Idaho",26514,797
0500000US16057,16057,"Latah County, Idaho",22717,855
0500000US16059,16059,"Lemhi County, Idaho",21953,1529
0500000US16061,16061,"Lewis County, Idaho",22589,1499
0500000US16063,16063,"Lincoln County, Idaho",18239,1403
0500000US16065,16065,"Madison County, Idaho",15103,865
0500000US16067,16067,"Minidoka County, Idaho",22103,1799
0500000US16069,16069,"Nez Perce County, Idaho",25179,675
0500000US16071,16071,"Oneida County, Idaho",19073,1737
0500000US16073,16073,"Owyhee County, Idaho",18135,1344
0500000US16075,16075,"Payette County, Idaho",21700,1713
0500000US16077,16077,"Power County, Idaho",20431,1631
0500000US16079,16079,"Shoshone County, Idaho",21875,1092
0500000US16081,16081,"Teton County, Idaho",29251,3656
0500000US16083,16083,"Twin Falls County, Idaho",21682,798
0500000US16085,16085,"Valley County, Idaho",28133,3784
0500000US16087,16087,"Washington County, Idaho",19559,1109
0500000US17001,17001,"Adams County, Illinois",26053,902
0500000US17003,17003,"Alexander County, Illinois",16067,1485
0500000US17005,17005,"Bond County, Illinois",23660,1384
0500000US17007,17007,"Boone County, Illinois",27825,1516
0500000US17009,17009,"Brown County, Illinois",21822,2498
0500000US17011,17011,"Bureau County, Illinois",27332,874
0500000US17013,17013,"Calhoun County, Illinois",25341,1822
0500000US17015,17015,"Carroll County, Illinois",27325,1263
0500000US17017,17017,"Cass County, Illinois",25010,1290
0500000US17019,17019,"Champaign County, Illinois",27373,637
0500000US17021,17021,"Christian County, Illinois",23823,852
0500000US17023,17023,"Clark County, Illinois",25806,1489
0500000US17025,17025,"Clay County, Illinois",23843,1469
0500000US17027,17027,"Clinton County, Illinois",29512,1194
0500000US17029,17029,"Coles County, Illinois",23944,1186
0500000US17031,17031,"Cook County, Illinois",32179,172
0500000US17033,17033,"Crawford County, Illinois",26245,1496
0500000US17035,17035,"Cumberland County, Illinois",22786,1174
0500000US17037,17037,"DeKalb County, Illinois",25172,640
0500000US17039,17039,"De Witt County, Illinois",28294,1586
0500000US17041,17041,"Douglas County, Illinois",26309,1436
0500000US17043,17043,"DuPage County, Illinois",40547,379
0500000US17045,17045,"Edgar County, Illinois",25122,1547
0500000US17047,17047,"Edwards County, Illinois",25235,1626
0500000US17049,17049,"Effingham County, Illinois",27680,1377
0500000US17051,17051,"Fayette County, Illinois",21665,930
0500000US17053,17053,"Ford County, Illinois",25524,1195
0500000US17055,17055,"Franklin County, Illinois",22119,783
0500000US17057,17057,"Fulton County, Illinois",22969,761
0500000US17059,17059,"Gallatin County, Illinois",23109,1673
0500000US17061,17061,"Greene County, Illinois",21916,1222
0500000US17063,17063,"Grundy County, Illinois",30232,1009
0500000US17065,17065,"Hamilton County, Illinois",24309,1718
0500000US17067,17067,"Hancock County, Illinois",25647,959
0500000US17069,17069,"Hardin County, Illinois",21573,2626
0500000US17071,17071,"Henderson County, Illinois",26504,2419
0500000US17073,17073,"Henry County, Illinois",27777,822
0500000US17075,17075,"Iroquois County, Illinois",25562,900
0500000US17077,17077,"Jackson County, Illinois",21948,1103
0500000US17079,17079,"Jasper County, Illinois",25811,1219
0500000US17081,17081,"Jefferson County, Illinois",23054,784
0500000US17083,17083,"Jersey County, Illinois",26346,1273
0500000US17085,17085,"Jo Daviess County, Illinois",29892,1388
0500000US17087,17087,"Johnson County, Illinois",20928,1128
0500000US17089,17089,"Kane County, Illinois",31774,567
0500000US17091,17091,"Kankakee County, Illinois",25111,598
0500000US17093,17093,"Kendall County, Illinois",31920,949
0500000US17095,17095,"Knox County, Illinois",22939,830
0500000US17097,17097,"Lake County, Illinois",40655,431
0500000US17099,17099,"LaSalle County, Illinois",26228,550
0500000US17101,17101,"Lawrence County, Illinois",16417,3876
0500000US17103,17103,"Lee County, Illinois",27021,1254
0500000US17105,17105,"Livingston County, Illinois",26777,1172
0500000US17107,17107,"Logan County, Illinois",23410,1450
0500000US17109,17109,"McDonough County, Illinois",22387,1008
0500000US17111,17111,"McHenry County, Illinois",34589,490
0500000US17113,17113,"McLean County, Illinois",31752,546
0500000US17115,17115,"Macon County, Illinois",27010,668
0500000US17117,17117,"Macoupin County, Illinois",26779,847
0500000US17119,17119,"Madison County, Illinois",29100,579
0500000US17121,17121,"Marion County, Illinois",23366,657
0500000US17123,17123,"Marshall County, Illinois",28279,1198
0500000US17125,17125,"Mason County, Illinois",25166,1071
0500000US17127,17127,"Massac County, Illinois",23673,1924
0500000US17129,17129,"Menard County, Illinois",31323,1796
0500000US17131,17131,"Mercer County, Illinois",27566,1156
0500000US17133,17133,"Monroe County, Illinois",35699,2034
0500000US17135,17135,"Montgomery County, Illinois",21072,1793
0500000US17137,17137,"Morgan County, Illinois",25201,1004
0500000US17139,17139,"Moultrie County, Illinois",25351,1195
0500000US17141,17141,"Ogle County, Illinois",28026,796
0500000US17143,17143,"Peoria County, Illinois",29055,592
0500000US17145,17145,"Perry County, Illinois",22650,1695
0500000US17147,17147,"Piatt County, Illinois",33197,1463
0500000US17149,17149,"Pike County, Illinois",22048,829
0500000US17151,17151,"Pope County, Illinois",21427,1899
0500000US17153,17153,"Pulaski County, Illinois",18924,1520
0500000US17155,17155,"Putnam County, Illinois",32584,1869
0500000US17157,17157,"Randolph County, Illinois",23424,970
0500000US17159,17159,"Richland County, Illinois",23972,1176
0500000US17161,17161,"Rock Island County, Illinois",26893,546
0500000US17163,17163,"St. Clair County, Illinois",27683,695
0500000US17165,17165,"Saline County, Illinois",21917,1114
0500000US17167,17167,"Sangamon County, Illinois",31904,530
0500000US17169,17169,"Schuyler County, Illinois",24323,2047
0500000US17171,17171,"Scott County, Illinois",25568,2135
0500000US17173,17173,"Shelby County, Illinois",23974,773
0500000US17175,17175,"Stark County, Illinois",28545,2685
0500000US17177,17177,"Stephenson County, Illinois",24529,742
0500000US17179,17179,"Tazewell County, Illinois",30700,819
0500000US17181,17181,"Union County, Illinois",24296,1487
0500000US17183,17183,"Vermilion County, Illinois",22733,538
0500000US17185,17185,"Wabash County, Illinois",24697,1221
0500000US17187,17187,"Warren County, Illinois",23350,1178
0500000US17189,17189,"Washington County, Illinois",29548,1788
0500000US17191,17191,"Wayne County, Illinois",24342,1105
0500000US17193,17193,"White County, Illinois",25065,1477
0500000US17195,17195,"Whiteside County, Illinois",26155,772
0500000US17197,17197,"Will County, Illinois",32311,351
0500000US17199,17199,"Williamson County, Illinois",25238,882
0500000US17201,17201,"Winnebago County, Illinois",26187,479
0500000US17203,17203,"Woodford County, Illinois",32360,1355
0500000US18001,18001,"Adams County, Indiana",21173,861
0500000US18003,18003,"Allen County, Indiana",26058,383
0500000US18005,18005,"Bartholomew County, Indiana",28631,834
0500000US18007,18007,"Benton County, Indiana",23181,1028
0500000US18009,18009,"Blackford County, Indiana",21980,1565
0500000US18011,18011,"Boone County, Indiana",40487,2326
0500000US18013,18013,"Brown County, Indiana",30279,3150
0500000US18015,18015,"Carroll County, Indiana",25647,1084
0500000US18017,18017,"Cass County, Indiana",22625,1242
0500000US18019,18019,"Clark County, Indiana",25693,617
0500000US18021,18021,"Clay County, Indiana",22913,816
0500000US18023,18023,"Clinton County, Indiana",23260,894
0500000US18025,18025,"Crawford County, Indiana",19756,785
0500000US18027,18027,"Daviess County, Indiana",21472,769
0500000US18029,18029,"Dearborn County, Indiana",28471,1690
0500000US18031,18031,"Decatur County, Indiana",24175,1014
0500000US18033,18033,"DeKalb County, Indiana",25132,1414
0500000US18035,18035,"Delaware County, Indiana",21566,680
0500000US18037,18037,"Dubois County, Indiana",27331,1359
0500000US18039,18039,"Elkhart County, Indiana",22387,537
0500000US18041,18041,"Fayette County, Indiana",21716,1210
0500000US18043,18043,"Floyd County, Indiana",29350,792
0500000US18045,18045,"Fountain County, Indiana",25086,1706
0500000US18047,18047,"Franklin County, Indiana",24748,1123
0500000US18049,18049,"Fulton County, Indiana",23507,1659
0500000US18051,18051,"Gibson County, Indiana",25990,1305
0500000US18053,18053,"Grant County, Indiana",20348,610
0500000US18055,18055,"Greene County, Indiana",23189,1590
0500000US18057,18057,"Hamilton County, Indiana",42361,807
0500000US18059,18059,"Hancock County, Indiana",30011,899
0500000US18061,18061,"Harrison County, Indiana",25319,955
0500000US18063,18063,"Hendricks County, Indiana",31335,648
0500000US18065,18065,"Henry County, Indiana",22182,1183
0500000US18067,18067,"Howard County, Indiana",25507,674
0500000US18069,18069,"Huntington County, Indiana",23396,670
0500000US18071,18071,"Jackson County, Indiana",23098,853
0500000US18073,18073,"Jasper County, Indiana",24839,918
0500000US18075,18075,"Jay County, Indiana",20234,1012
0500000US18077,18077,"Jefferson County, Indiana",23006,930
0500000US18079,18079,"Jennings County, Indiana",22374,968
0500000US18081,18081,"Johnson County, Indiana",29877,757
0500000US18083,18083,"Knox County, Indiana",22976,1167
0500000US18085,18085,"Kosciusko County, Indiana",26854,840
0500000US18087,18087,"LaGrange County, Indiana",21774,1011
0500000US18089,18089,"Lake County, Indiana",25483,432
0500000US18091,18091,"LaPorte County, Indiana",24340,696
0500000US18093,18093,"Lawrence County, Indiana",23743,1059
0500000US18095,18095,"Madison County, Indiana",22997,504
0500000US18097,18097,"Marion County, Indiana",25208,393
0500000US18099,18099,"Marshall County, Indiana",23372,974
0500000US18101,18101,"Martin County, Indiana",23913,1452
0500000US18103,18103,"Miami County, Indiana",21940,1191
0500000US18105,18105,"Monroe County, Indiana",25488,854
0500000US18107,18107,"Montgomery County, Indiana",24095,853
0500000US18109,18109,"Morgan County, Indiana",26556,914
0500000US18111,18111,"Newton County, Indiana",24061,1474
0500000US18113,18113,"Noble County, Indiana",23792,876
0500000US18115,18115,"Ohio County, Indiana",25278,1400
0500000US18117,18117,"Orange County, Indiana",21295,1290
0500000US18119,18119,"Owen County, Indiana",22675,938
0500000US18121,18121,"Parke County, Indiana",22247,2437
0500000US18123,18123,"Perry County, Indiana",21634,775
0500000US18125,18125,"Pike County, Indiana",24367,1212
0500000US18127,18127,"Porter County, Indiana",30615,741
0500000US18129,18129,"Posey County, Indiana",30396,2069
0500000US18131,18131,"Pulaski County, Indiana",23958,2005
0500000US18133,18133,"Putnam County, Indiana",23040,1120
0500000US18135,18135,"Randolph County, Indiana",22817,1215
0500000US18137,18137,"Ripley County, Indiana",23980,880
0500000US18139,18139,"Rush County, Indiana",24267,1908
0500000US18141,18141,"St. Joseph County, Indiana",24748,435
0500000US18143,18143,"Scott County, Indiana",23103,1964
0500000US18145,18145,"Shelby County, Indiana",25478,817
0500000US18147,18147,"Spencer County, Indiana",25914,1091
0500000US18149,18149,"Starke County, Indiana",21343,1328
0500000US18151,18151,"Steuben County, Indiana",25497,1007
0500000US18153,18153,"Sullivan County, Indiana",20219,1123
0500000US18155,18155,"Switzerland County, Indiana",20698,1476
0500000US18157,18157,"Tippecanoe County, Indiana",24221,755
