Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US29199,29199,"Scotland County, Missouri",23626,3355
0500000US29201,29201,"Scott County, Missouri",22034,1202
0500000US29203,29203,"Shannon County, Missouri",19290,1559
0500000US29205,29205,"Shelby County, Missouri",21521,1014
0500000US29207,29207,"Stoddard County, Missouri",21174,797
0500000US29209,29209,"Stone County, Missouri",23705,1360
0500000US29211,29211,"Sullivan County, Missouri",20579,1194
0500000US29213,29213,"Taney County, Missouri",20929,927
0500000US29215,29215,"Texas County, Missouri",17367,1132
0500000US29217,29217,"Vernon County, Missouri",21246,1434
0500000US29219,29219,"Warren County, Missouri",24870,1311
0500000US29221,29221,"Washington County, Missouri",18472,1522
0500000US29223,29223,"Wayne County, Missouri",18378,1341
0500000US29225,29225,"Webster County, Missouri",20424,918
0500000US29227,29227,"Worth County, Missouri",23292,2065
0500000US29229,29229,"Wright County, Missouri",18502,1655
0500000US29510,29510,"St. Louis city, Missouri",25434,475
0500000US30001,30001,"Beaverhead County, Montana",26609,2838
0500000US30003,30003,"Big Horn County, Montana",17352,913
0500000US30005,30005,"Blaine County, Montana",17080,993
0500000US30007,30007,"Broadwater County, Montana",29598,2659
0500000US30009,30009,"Carbon County, Montana",30461,1789
0500000US30011,30011,"Carter County, Montana",30728,3293
0500000US30013,30013,"Cascade County, Montana",26578,890
0500000US30015,30015,"Chouteau County, Montana",22247,1274
0500000US30017,30017,"Custer County, Montana",26742,1278
0500000US30019,30019,"Daniels County, Montana",33909,4397
0500000US30021,30021,"Dawson County, Montana",28438,2420
0500000US30023,30023,"Deer Lodge County, Montana",23192,2070
0500000US30025,30025,"Fallon County, Montana",31902,4816
0500000US30027,30027,"Fergus County, Montana",25788,2050
0500000US30029,30029,"Flathead County, Montana",27083,1246
0500000US30031,30031,"Gallatin County, Montana",31909,984
0500000US30033,30033,"Garfield County, Montana",28159,4346
0500000US30035,30035,"Glacier County, Montana",16284,1648
0500000US30037,30037,"Golden Valley County, Montana",25714,3944
0500000US30039,30039,"Granite County, Montana",26720,2688
0500000US30041,30041,"Hill County, Montana",21070,946
0500000US30043,30043,"Jefferson County, Montana",31801,1663
0500000US30045,30045,"Judith Basin County, Montana",28741,2406
0500000US30047,30047,"Lake County, Montana",23191,1273
0500000US30049,30049,"Lewis and Clark County, Montana",29892,1110
0500000US30051,30051,"Liberty County, Montana",32427,9947
0500000US30053,30053,"Lincoln County, Montana",22404,1700
0500000US30055,30055,"McCone County, Montana",28736,3585
0500000US30057,30057,"Madison County, Montana",30030,2449
0500000US30059,30059,"Meagher County, Montana",19989,1899
0500000US30061,30061,"Mineral County, Montana",21447,2584
0500000US30063,30063,"Missoula County, Montana",27956,912
0500000US30065,30065,"Musselshell County, Montana",23167,2011
0500000US30067,30067,"Park County, Montana",27597,1670
0500000US30069,30069,"Petroleum County, Montana",26822,4152
0500000US30071,30071,"Phillips County, Montana",22772,2034
0500000US30073,30073,"Pondera County, Montana",21995,1531
0500000US30075,30075,"Powder River County, Montana",29393,2522
0500000US30077,30077,"Powell County, Montana",23620,1841
0500000US30079,30079,"Prairie County, Montana",24431,3393
0500000US30081,30081,"Ravalli County, Montana",23042,949
0500000US30083,30083,"Richland County, Montana",33949,3304
0500000US30085,30085,"Roosevelt County, Montana",16885,783
0500000US30087,30087,"Rosebud County, Montana",23387,1128
0500000US30089,30089,"Sanders County, Montana",20810,1163
0500000US30091,30091,"Sheridan County, Montana",31997,2591
0500000US30093,30093,"Silver Bow County, Montana",25583,1376
0500000US30095,30095,"Stillwater County, Montana",30958,1939
0500000US30097,30097,"Sweet Grass County, Montana",26935,2339
0500000US30099,30099,"Teton County, Montana",25740,1294
0500000US30101,30101,"Toole County, Montana",23705,2508
0500000US30103,30103,"Treasure County, Montana",21255,2558
0500000US30105,30105,"Valley County, Montana",27820,2621
0500000US30107,30107,"Wheatland County, Montana",19407,1936
0500000US30109,30109,"Wibaux County, Montana",23985,3015
0500000US30111,30111,"Yellowstone County, Montana",30519,768
0500000US31001,31001,"Adams County, Nebraska",27609,1672
0500000US31003,31003,"Antelope County, Nebraska",27048,1464
0500000US31005,31005,"Arthur County, Nebraska",21174,4327
0500000US31007,31007,"Banner County, Nebraska",30095,6629
0500000US31009,31009,"Blaine County, Nebraska",23001,2683
0500000US31011,31011,"Boone County, Nebraska",28288,1618
0500000US31013,31013,"Box Butte County, Nebraska",27751,1664
0500000US31015,31015,"Boyd County, Nebraska",25507,2401
0500000US31017,31017,"Brown County, Nebraska",30135,4963
0500000US31019,31019,"Buffalo County, Nebraska",27218,998
0500000US31021,31021,"Burt County, Nebraska",24613,1096
0500000US31023,31023,"Butler County, Nebraska",28045,2127
0500000US31025,31025,"Cass County, Nebraska",30637,1156
0500000US31027,31027,"Cedar County, Nebraska",28663,1486
0500000US31029,31029,"Chase County, Nebraska",29239,4056
0500000US31031,31031,"Cherry County, Nebraska",27891,2074
0500000US31033,31033,"Cheyenne County, Nebraska",30929,1766
0500000US31035,31035,"Clay County, Nebraska",25472,1363
0500000US31037,31037,"Colfax County, Nebraska",23619,1455
0500000US31039,31039,"Cuming County, Nebraska",26061,1284
0500000US31041,31041,"Custer County, Nebraska",29986,3583
0500000US31043,31043,"Dakota County, Nebraska",21710,1102
0500000US31045,31045,"Dawes County, Nebraska",23307,1843
0500000US31047,31047,"Dawson County, Nebraska",24042,1301
0500000US31049,31049,"Deuel County, Nebraska",28640,3316
0500000US31051,31051,"Dixon County, Nebraska",24983,1292
0500000US31053,31053,"Dodge County, Nebraska",26141,1315
0500000US31055,31055,"Douglas County, Nebraska",30548,340
0500000US31057,31057,"Dundy County, Nebraska",28161,3228
0500000US31059,31059,"Fillmore County, Nebraska",29361,1986
0500000US31061,31061,"Franklin County, Nebraska",28373,2038
0500000US31063,31063,"Frontier County, Nebraska",26798,1942
0500000US31065,31065,"Furnas County, Nebraska",23307,989
0500000US31067,31067,"Gage County, Nebraska",26347,1221
0500000US31069,31069,"Garden County, Nebraska",30900,4998
0500000US31071,31071,"Garfield County, Nebraska",24379,2038
0500000US31073,31073,"Gosper County, Nebraska",29393,2747
0500000US31075,31075,"Grant County, Nebraska",21925,2622
0500000US31077,31077,"Greeley County, Nebraska",25054,1572
0500000US31079,31079,"Hall County, Nebraska",24617,975
0500000US31081,31081,"Hamilton County, Nebraska",31565,1818
0500000US31083,31083,"Harlan County, Nebraska",25997,2694
0500000US31085,31085,"Hayes County, Nebraska",27080,4383
0500000US31087,31087,"Hitchcock County, Nebraska",23967,1562
0500000US31089,31089,"Holt County, Nebraska",26267,1455
0500000US31091,31091,"Hooker County, Nebraska",22094,2290
0500000US31093,31093,"Howard County, Nebraska",28301,2778
0500000US31095,31095,"Jefferson County, Nebraska",26305,1624
0500000US31097,31097,"Johnson County, Nebraska",21890,2242
0500000US31099,31099,"Kearney County, Nebraska",31563,2536
0500000US31101,31101,"Keith County, Nebraska",26699,1961
0500000US31103,31103,"Keya Paha County, Nebraska",28086,3535
0500000US31105,31105,"Kimball County, Nebraska",23727,2395
0500000US31107,31107,"Knox County, Nebraska",26675,1451
0500000US31109,31109,"Lancaster County, Nebraska",28600,333
0500000US31111,31111,"Lincoln County, Nebraska",27474,1166
0500000US31113,31113,"Logan County, Nebraska",24693,2623
0500000US31115,31115,"Loup County, Nebraska",28063,2760
0500000US31117,31117,"McPherson County, Nebraska",25352,3470
0500000US31119,31119,"Madison County, Nebraska",24458,871
0500000US31121,31121,"Merrick County, Nebraska",26102,1880
0500000US31123,31123,"Morrill County, Nebraska",24216,2046
0500000US31125,31125,"Nance County, Nebraska",26179,2677
0500000US31127,31127,"Nemaha County, Nebraska",28690,2077
0500000US31129,31129,"Nuckolls County, Nebraska",24096,1575
0500000US31131,31131,"Otoe County, Nebraska",27251,1194
0500000US31133,31133,"Pawnee County, Nebraska",27039,3824
0500000US31135,31135,"Perkins County, Nebraska",30429,2670
0500000US31137,31137,"Phelps County, Nebraska",27882,1888
0500000US31139,31139,"Pierce County, Nebraska",27386,1449
0500000US31141,31141,"Platte County, Nebraska",27052,848
0500000US31143,31143,"Polk County, Nebraska",30947,1952
0500000US31145,31145,"Red Willow County, Nebraska",24529,1894
0500000US31147,31147,"Richardson County, Nebraska",26638,2301
0500000US31149,31149,"Rock County, Nebraska",30247,2830
0500000US31151,31151,"Saline County, Nebraska",21880,1000
0500000US31153,31153,"Sarpy County, Nebraska",31906,468
0500000US31155,31155,"Saunders County, Nebraska",30348,1114
0500000US31157,31157,"Scotts Bluff County, Nebraska",25863,1374
0500000US31159,31159,"Seward County, Nebraska",28491,1113
0500000US31161,31161,"Sheridan County, Nebraska",25077,1928
0500000US31163,31163,"Sherman County, Nebraska",26348,2278
0500000US31165,31165,"Sioux County, Nebraska",27279,3108
0500000US31167,31167,"Stanton County, Nebraska",29282,5875
0500000US31169,31169,"Thayer County, Nebraska",30057,4330
0500000US31171,31171,"Thomas County, Nebraska",30746,4448
0500000US31173,31173,"Thurston County, Nebraska",19100,1485
0500000US31175,31175,"Valley County, Nebraska",26384,2220
0500000US31177,31177,"Washington County, Nebraska",31776,1300
0500000US31179,31179,"Wayne County, Nebraska",26732,2283
0500000US31181,31181,"Webster County, Nebraska",24534,1749
0500000US31183,31183,"Wheeler County, Nebraska",30800,4856
0500000US31185,31185,"York County, Nebraska",27962,1486
0500000US32001,32001,"Churchill County, Nevada",23951,1249
0500000US32003,32003,"Clark County, Nevada",26661,211
0500000US32005,32005,"Douglas County, Nevada",35243,1932
0500000US32007,32007,"Elko County, Nevada",31378,1002
0500000US32009,32009,"Esmeralda County, Nevada",22415,3204
0500000US32011,32011,"Eureka County, Nevada",34031,4604
0500000US32013,32013,"Humboldt County, Nevada",27580,1383
0500000US32015,32015,"Lander County, Nevada",30044,3206
0500000US32017,32017,"Lincoln County, Nevada",25505,7287
0500000US32019,32019,"Lyon County, Nevada",23519,777
0500000US32021,32021,"Mineral County, Nevada",24146,2114
0500000US32023,32023,"Nye County, Nevada",23075,1109
0500000US32027,32027,"Pershing County, Nevada",17631,2386
0500000US32029,32029,"Storey County, Nevada",34967,3967
0500000US32031,32031,"Washoe County, Nevada",29942,447
0500000US32033,32033,"White Pine County, Nevada",24186,2637
0500000US32510,32510,"Carson City, Nevada",26553,1069
0500000US33001,33001,"Belknap County, New Hampshire",32501,1202
0500000US33003,33003,"Carroll County, New Hampshire",33481,1596
0500000US33005,33005,"Cheshire County, New Hampshire",30935,1076
0500000US33007,33007,"Coos County, New Hampshire",25467,866
0500000US33009,33009,"Grafton County, New Hampshire",33964,1086
0500000US33011,33011,"Hillsborough County, New Hampshire",36012,506
0500000US33013,33013,"Merrimack County, New Hampshire",32848,638
0500000US33015,33015,"Rockingham County, New Hampshire",41449,653
0500000US33017,33017,"Strafford County, New Hampshire",30598,747
0500000US33019,33019,"Sullivan County, New Hampshire",30552,1027
0500000US34001,34001,"Atlantic County, New Jersey",28575,482
0500000US34003,34003,"Bergen County, New Jersey",44978,435
0500000US34005,34005,"Burlington County, New Jersey",38137,527
0500000US34007,34007,"Camden County, New Jersey",31736,394
0500000US34009,34009,"Cape May County, New Jersey",34550,1002
0500000US34011,34011,"Cumberland County, New Jersey",22303,517
0500000US34013,34013,"Essex County, New Jersey",33482,386
0500000US34015,34015,"Gloucester County, New Jersey",34886,565
0500000US34017,34017,"Hudson County, New Jersey",34468,399
0500000US34019,34019,"Hunterdon County, New Jersey",53222,1717
0500000US34021,34021,"Mercer County, New Jersey",38652,675
0500000US34023,34023,"Middlesex County, New Jersey",35209,373
0500000US34025,34025,"Monmouth County, New Jersey",44504,596
0500000US34027,34027,"Morris County, New Jersey",51182,753
0500000US34029,34029,"Ocean County, New Jersey",31903,388
0500000US34031,34031,"Passaic County, New Jersey",28661,348
0500000US34033,34033,"Salem County, New Jersey",30295,1319
0500000US34035,34035,"Somerset County, New Jersey",50034,905
0500000US34037,34037,"Sussex County, New Jersey",39667,890
0500000US34039,34039,"Union County, New Jersey",36374,557
0500000US34041,34041,"Warren County, New Jersey",35386,879
0500000US35001,35001,"Bernalillo County, New Mexico",27402,396
0500000US35003,35003,"Catron County, New Mexico",20762,2852
0500000US35005,35005,"Chaves County, New Mexico",21015,820
0500000US35006,35006,"Cibola County, New Mexico",16885,784
0500000US35007,35007,"Colfax County, New Mexico",20911,1304
0500000US35009,35009,"Curry County, New Mexico",21502,1435
0500000US35011,35011,"De Baca County, New Mexico",28232,10847
0500000US35013,35013,"Doña Ana County, New Mexico",20143,579
0500000US35015,35015,"Eddy County, New Mexico",27974,1183
0500000US35017,35017,"Grant County, New Mexico",24882,2489
0500000US35019,35019,"Guadalupe County, New Mexico",16034,1617
0500000US35021,35021,"Harding County, New Mexico",23339,4388
0500000US35023,35023,"Hidalgo County, New Mexico",18077,1316
0500000US35025,35025,"Lea County, New Mexico",24126,916
0500000US35027,35027,"Lincoln County, New Mexico",25230,2290
0500000US35028,35028,"Los Alamos County, New Mexico",51066,2244
0500000US35029,35029,"Luna County, New Mexico",15650,1024
0500000US35031,35031,"McKinley County, New Mexico",12882,499
0500000US35033,35033,"Mora County, New Mexico",13826,2919
0500000US35035,35035,"Otero County, New Mexico",20652,1601
0500000US35037,35037,"Quay County, New Mexico",18285,1367
0500000US35039,35039,"Rio Arriba County, New Mexico",19600,1183
0500000US35041,35041,"Roosevelt County, New Mexico",18447,1438
0500000US35043,35043,"Sandoval County, New Mexico",27060,674
0500000US35045,35045,"San Juan County, New Mexico",22927,684
0500000US35047,35047,"San Miguel County, New Mexico",16990,1272
0500000US35049,35049,"Santa Fe County, New Mexico",34176,809
0500000US35051,35051,"Sierra County, New Mexico",20495,1935
0500000US35053,35053,"Socorro County, New Mexico",17277,1169
0500000US35055,35055,"Taos County, New Mexico",22302,1233
0500000US35057,35057,"Torrance County, New Mexico",18967,1578
0500000US35059,35059,"Union County, New Mexico",21091,2635
0500000US35061,35061,"Valencia County, New Mexico",19842,767
0500000US36001,36001,"Albany County, New York",33888,631
0500000US36003,36003,"Allegany County, New York",21478,544
0500000US36005,36005,"Bronx County, New York",18896,169
0500000US36007,36007,"Broome County, New York",25880,441
0500000US36009,36009,"Cattaraugus County, New York",22832,454
0500000US36011,36011,"Cayuga County, New York",26596,505
0500000US36013,36013,"Chautauqua County, New York",23249,470
0500000US36015,36015,"Chemung County, New York",26196,751
0500000US36017,36017,"Chenango County, New York",23805,516
0500000US36019,36019,"Clinton County, New York",25024,705
0500000US36021,36021,"Columbia County, New York",33864,1229
0500000US36023,36023,"Cortland County, New York",24665,728
0500000US36025,36025,"Delaware County, New York",24753,838
0500000US36027,36027,"Dutchess County, New York",35101,709
0500000US36029,36029,"Erie County, New York",29940,316
0500000US36031,36031,"Essex County, New York",28155,1272
0500000US36033,36033,"Franklin County, New York",23660,838
0500000US36035,36035,"Fulton County, New York",25092,792
0500000US36037,36037,"Genesee County, New York",26381,593
0500000US36039,36039,"Greene County, New York",26307,1345
0500000US36041,36041,"Hamilton County, New York",27371,2848
0500000US36043,36043,"Herkimer County, New York",24678,672
0500000US36045,36045,"Jefferson County, New York",24172,524
0500000US36047,36047,"Kings County, New York",28134,211
0500000US36049,36049,"Lewis County, New York",25230,926
0500000US36051,36051,"Livingston County, New York",24596,637
0500000US36053,36053,"Madison County, New York",26824,647
0500000US36055,36055,"Monroe County, New York",30194,312
0500000US36057,36057,"Montgomery County, New York",23885,922
0500000US36059,36059,"Nassau County, New York",44548,377
0500000US36061,36061,"New York County, New York",66522,846
0500000US36063,36063,"Niagara County, New York",27487,526
0500000US36065,36065,"Oneida County, New York",26577,624
0500000US36067,36067,"Onondaga County, New York",30225,343
0500000US36069,36069,"Ontario County, New York",31524,910
0500000US36071,36071,"Orange County, New York",31272,497
0500000US36073,36073,"Orleans County, New York",23332,817
0500000US36075,36075,"Oswego County, New York",24284,556
0500000US36077,36077,"Otsego County, New York",24989,641
0500000US36079,36079,"Putnam County, New York",41993,1113
0500000US36081,36081,"Queens County, New York",27631,175
0500000US36083,36083,"Rensselaer County, New York",31529,692
0500000US36085,36085,"Richmond County, New York",32678,440
0500000US36087,36087,"Rockland County, New York",35557,731
0500000US36089,36089,"St. Lawrence County, New York",23313,775
0500000US36091,36091,"Saratoga County, New York",37583,594
0500000US36093,36093,"Schenectady County, New York",29212,597
0500000US36095,36095,"Schoharie County, New York",25638,870
0500000US36097,36097,"Schuyler County, New York",25004,1508
0500000US36099,36099,"Seneca County, New York",25680,1010
0500000US36101,36101,"Steuben County, New York",26830,791
0500000US36103,36103,"Suffolk County, New York",38779,324
0500000US36105,36105,"Sullivan County, New York",27068,1043
0500000US36107,36107,"Tioga County, New York",29654,1103
0500000US36109,36109,"Tompkins County, New York",28888,841
0500000US36111,36111,"Ulster County, New York",31760,993
0500000US36113,36113,"Warren County, New York",31652,1070
0500000US36115,36115,"Washington County, New York",25200,783
0500000US36117,36117,"Wayne County, New York",26209,565
0500000US36119,36119,"Westchester County, New York",49938,604
0500000US36121,36121,"Wyoming County, New York",24610,890
0500000US36123,36123,"Yates County, New York",26001,1339
0500000US37001,37001,"Alamance County, North Carolina",23989,646
0500000US37003,37003,"Alexander County, North Carolina",20567,995
0500000US37005,37005,"Alleghany County, North Carolina",21059,1214
0500000US37007,37007,"Anson County, North Carolina",17548,946
0500000US37009,37009,"Ashe County, North Carolina",22343,1776
0500000US37011,37011,"Avery County, North Carolina",21548,2252
0500000US37013,37013,"Beaufort County, North Carolina",23716,1025
0500000US37015,37015,"Bertie County, North Carolina",17244,817
0500000US37017,37017,"Bladen County, North Carolina",19510,1586
0500000US37019,37019,"Brunswick County, North Carolina",28694,1153
0500000US37021,37021,"Buncombe County, North Carolina",28087,641
0500000US37023,37023,"Burke County, North Carolina",20775,646
0500000US37025,37025,"Cabarrus County, North Carolina",27728,522
0500000US37027,37027,"Caldwell County, North Carolina",20587,884
0500000US37029,37029,"Camden County, North Carolina",26420,2151
0500000US37031,37031,"Carteret County, North Carolina",29349,702
0500000US37033,37033,"Caswell County, North Carolina",20235,1377
0500000US37035,37035,"Catawba County, North Carolina",24220,643
0500000US37037,37037,"Chatham County, North Carolina",35109,1498
0500000US37039,37039,"Cherokee County, North Carolina",19285,913
0500000US37041,37041,"Chowan County, North Carolina",22173,1862
0500000US37043,37043,"Clay County, North Carolina",23076,2335
0500000US37045,37045,"Cleveland County, North Carolina",20677,671
0500000US37047,37047,"Columbus County, North Carolina",21133,1184
0500000US37049,37049,"Craven County, North Carolina",25230,690
0500000US37051,37051,"Cumberland County, North Carolina",23148,421
0500000US37053,37053,"Currituck County, North Carolina",28202,1451
0500000US37055,37055,"Dare County, North Carolina",29746,1097
0500000US37057,37057,"Davidson County, North Carolina",23146,476
0500000US37059,37059,"Davie County, North Carolina",28178,1519
0500000US37061,37061,"Duplin County, North Carolina",17960,924
0500000US37063,37063,"Durham County, North Carolina",31473,676
0500000US37065,37065,"Edgecombe County, North Carolina",18009,798
0500000US37067,37067,"Forsyth County, North Carolina",27593,536
0500000US37069,37069,"Franklin County, North Carolina",22394,803
0500000US37071,37071,"Gaston County, North Carolina",23710,487
0500000US37073,37073,"Gates County, North Carolina",23602,1192
0500000US37075,37075,"Graham County, North Carolina",18783,1517
0500000US37077,37077,"Granville County, North Carolina",23563,786
0500000US37079,37079,"Greene County, North Carolina",18682,1520
0500000US37081,37081,"Guilford County, North Carolina",27531,512
0500000US37083,37083,"Halifax County, North Carolina",20134,1064
0500000US37085,37085,"Harnett County, North Carolina",21214,472
0500000US37087,37087,"Haywood County, North Carolina",26483,1121
0500000US37089,37089,"Henderson County, North Carolina",26534,708
0500000US37091,37091,"Hertford County, North Carolina",17650,931
0500000US37093,37093,"Hoke County, North Carolina",18715,687
0500000US37095,37095,"Hyde County, North Carolina",18770,2338
0500000US37097,37097,"Iredell County, North Carolina",28268,667
0500000US37099,37099,"Jackson County, North Carolina",21903,1536
0500000US37101,37101,"Johnston County, North Carolina",23171,526
0500000US37103,37103,"Jones County, North Carolina",20348,1403
0500000US37105,37105,"Lee County, North Carolina",22389,831
0500000US37107,37107,"Lenoir County, North Carolina",20773,1392
0500000US37109,37109,"Lincoln County, North Carolina",26352,818
0500000US37111,37111,"McDowell County, North Carolina",19233,699
0500000US37113,37113,"Macon County, North Carolina",25195,1180
0500000US37115,37115,"Madison County, North Carolina",22278,1454
0500000US37117,37117,"Martin County, North Carolina",21149,1757
0500000US37119,37119,"Mecklenburg County, North Carolina",34091,361
0500000US37121,37121,"Mitchell County, North Carolina",22130,2257
0500000US37123,37123,"Montgomery County, North Carolina",20007,1227
0500000US37125,37125,"Moore County, North Carolina",29679,912
0500000US37127,37127,"Nash County, North Carolina",24106,852
0500000US37129,37129,"New Hanover County, North Carolina",30375,641
0500000US37131,37131,"Northampton County, North Carolina",18836,1044
0500000US37133,37133,"Onslow County, North Carolina",22590,798
0500000US37135,37135,"Orange County, North Carolina",37103,1116
0500000US37137,37137,"Pamlico County, North Carolina",24332,1256
0500000US37139,37139,"Pasquotank County, North Carolina",22549,977
0500000US37141,37141,"Pender County, North Carolina",24031,898
0500000US37143,37143,"Perquimans County, North Carolina",25407,1724
0500000US37145,37145,"Person County, North Carolina",22049,1237
0500000US37147,37147,"Pitt County, North Carolina",24066,661
0500000US37149,37149,"Polk County, North Carolina",28175,1915
0500000US37151,37151,"Randolph County, North Carolina",21731,597
0500000US37153,37153,"Richmond County, North Carolina",19411,1383
0500000US37155,37155,"Robeson County, North Carolina",16221,455
0500000US37157,37157,"Rockingham County, North Carolina",21298,569
0500000US37159,37159,"Rowan County, North Carolina",22463,684
0500000US37161,37161,"Rutherford County, North Carolina",19688,879
0500000US37163,37163,"Sampson County, North Carolina",19871,1063
0500000US37165,37165,"Scotland County, North Carolina",16192,609
0500000US37167,37167,"Stanly County, North Carolina",22103,592
0500000US37169,37169,"Stokes County, North Carolina",22013,886
0500000US37171,37171,"Surry County, North Carolina",21411,698
0500000US37173,37173,"Swain County, North Carolina",20256,1401
0500000US37175,37175,"Transylvania County, North Carolina",25394,1340
0500000US37177,37177,"Tyrrell County, North Carolina",17042,2323
0500000US37179,37179,"Union County, North Carolina",31185,671
0500000US37181,37181,"Vance County, North Carolina",18703,981
0500000US37183,37183,"Wake County, North Carolina",35752,399
0500000US37185,37185,"Warren County, North Carolina",19563,1513
0500000US37187,37187,"Washington County, North Carolina",20423,2366
0500000US37189,37189,"Watauga County, North Carolina",22892,942
0500000US37191,37191,"Wayne County, North Carolina",21674,651
0500000US37193,37193,"Wilkes County, North Carolina",20145,859
0500000US37195,37195,"Wilson County, North Carolina",22519,915
0500000US37197,37197,"Yadkin County, North Carolina",21820,1289
0500000US37199,37199,"Yancey County, North Carolina",21508,1330
0500000US38001,38001,"Adams County, North Dakota",32594,3793
0500000US38003,38003,"Barnes County, North Dakota",34244,2761
0500000US38005,38005,"Benson County, North Dakota",20561,1407
0500000US38007,38007,"Billings County, North Dakota",40549,5976
0500000US38009,38009,"Bottineau County, North Dakota",32661,2435
0500000US38011,38011,"Bowman County, North Dakota",34388,2494
0500000US38013,38013,"Burke County, North Dakota",35857,3599
0500000US38015,38015,"Burleigh County, North Dakota",36093,991
0500000US38017,38017,"Cass County, North Dakota",32485,723
0500000US38019,38019,"Cavalier County, North Dakota",39779,4258
0500000US38021,38021,"Dickey County, North Dakota",28843,1355
0500000US38023,38023,"Divide County, North Dakota",41063,5510
0500000US38025,38025,"Dunn County, North Dakota",40102,4708
0500000US38027,38027,"Eddy County, North Dakota",33785,5673
0500000US38029,38029,"Emmons County, North Dakota",29467,3219
0500000US38031,38031,"Foster County, North Dakota",30310,1712
0500000US38033,38033,"Golden Valley County, North Dakota",26536,2702
0500000US38035,38035,"Grand Forks County, North Dakota",29376,1395
0500000US38037,38037,"Grant County, North Dakota",32200,2935
0500000US38039,38039,"Griggs County, North Dakota",31866,2771
0500000US38041,38041,"Hettinger County, North Dakota",31074,3380
0500000US38043,38043,"Kidder County, North Dakota",36779,4557
0500000US38045,38045,"LaMoure County, North Dakota",36493,2729
0500000US38047,38047,"Logan County, North Dakota",33272,4463
0500000US38049,38049,"McHenry County, North Dakota",36072,3884
0500000US38051,38051,"McIntosh County, North Dakota",30620,2698
0500000US38053,38053,"McKenzie County, North Dakota",37938,2672
0500000US38055,38055,"McLean County, North Dakota",34218,2046
0500000US38057,38057,"Mercer County, North Dakota",34194,2463
0500000US38059,38059,"Morton County, North Dakota",34715,2343
0500000US38061,38061,"Mountrail County, North Dakota",39285,5181
0500000US38063,38063,"Nelson County, North Dakota",33895,3516
0500000US38065,38065,"Oliver County, North Dakota",35524,4428
0500000US38067,38067,"Pembina County, North Dakota",32779,1765
0500000US38069,38069,"Pierce County, North Dakota",27926,2726
0500000US38071,38071,"Ramsey County, North Dakota",30372,2538
0500000US38073,38073,"Ransom County, North Dakota",30822,1936
0500000US38075,38075,"Renville County, North Dakota",31646,2564
0500000US38077,38077,"Richland County, North Dakota",28534,885
0500000US38079,38079,"Rolette County, North Dakota",17744,1051
0500000US38081,38081,"Sargent County, North Dakota",33072,1979
0500000US38083,38083,"Sheridan County, North Dakota",31244,4266
0500000US38085,38085,"Sioux County, North Dakota",15338,1606
0500000US38087,38087,"Slope County, North Dakota",36168,5332
0500000US38089,38089,"Stark County, North Dakota",37681,1973
0500000US38091,38091,"Steele County, North Dakota",36802,4437
0500000US38093,38093,"Stutsman County, North Dakota",30623,1473
0500000US38095,38095,"Towner County, North Dakota",33785,4986
0500000US38097,38097,"Traill County, North Dakota",31188,2304
0500000US38099,38099,"Walsh County, North Dakota",30266,2120
0500000US38101,38101,"Ward County, North Dakota",32395,1104
0500000US38103,38103,"Wells County, North Dakota",30260,1841
0500000US38105,38105,"Williams County, North Dakota",45442,3365
0500000US39001,39001,"Adams County, Ohio",18901,937
0500000US39003,39003,"Allen County, Ohio",23600,697
0500000US39005,39005,"Ashland County, Ohio",22604,668
0500000US39007,39007,"Ashtabula County, Ohio",20978,415
0500000US39009,39009,"Athens County, Ohio",18602,784
0500000US39011,39011,"Auglaize County, Ohio",26690,741
0500000US39013,39013,"Belmont County, Ohio",24533,795
0500000US39015,39015,"Brown County, Ohio",23776,1119
0500000US39017,39017,"Butler County, Ohio",28556,412
0500000US39019,39019,"Carroll County, Ohio",25093,1489
0500000US39021,39021,"Champaign County, Ohio",24715,839
0500000US39023,39023,"Clark County, Ohio",23992,440
0500000US39025,39025,"Clermont County, Ohio",30060,638
0500000US39027,39027,"Clinton County, Ohio",23612,891
0500000US39029,39029,"Columbiana County, Ohio",23785,711
0500000US39031,39031,"Coshocton County, Ohio",21521,650
0500000US39033,39033,"Crawford County, Ohio",22631,1172
0500000US39035,39035,"Cuyahoga County, Ohio",29143,243
0500000US39037,39037,"Darke County, Ohio",23589,707
0500000US39039,39039,"Defiance County, Ohio",24703,723
0500000US39041,39041,"Delaware County, Ohio",42985,912
0500000US39043,39043,"Erie County, Ohio",28684,934
0500000US39045,39045,"Fairfield County, Ohio",28746,724
0500000US39047,39047,"Fayette County, Ohio",22728,955
0500000US39049,39049,"Franklin County, Ohio",30098,252
0500000US39051,39051,"Fulton County, Ohio",27010,1274
0500000US39053,39053,"Gallia County, Ohio",20914,963
0500000US39055,39055,"Geauga County, Ohio",37537,1376
0500000US39057,39057,"Greene County, Ohio",31877,610
0500000US39059,39059,"Guernsey County, Ohio",22280,841
0500000US39061,39061,"Hamilton County, Ohio",31303,358
0500000US39063,39063,"Hancock County, Ohio",28244,876
0500000US39065,39065,"Hardin County, Ohio",20994,919
0500000US39067,39067,"Harrison County, Ohio",22639,1095
0500000US39069,39069,"Henry County, Ohio",26288,1095
0500000US39071,39071,"Highland County, Ohio",21134,1043
